place_id,restaurant_name,address,latitude,longitude,restaurant_rating,user_rating_count,price_level,primary_type,all_types,search_area,searched_as,reviews,bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m
ChIJHXim3TQY6zkROol8Hc-8v0M,Hermann Helmer's German Bakery,"Jhamsikhel Road, Lalitpur 44600, Nepal",27.6782662,85.3125769,4.3,1763.0,PRICE_LEVEL_MODERATE,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"A truly terrible experience. While cutting a chicken patty for my child, I found hair inside the meat filling. Seeing this, my husband—who ate one earlier without cutting it open—is now violently ill. I am extremely concerned about the lack of hygiene.
While informing the person, they don't show any concern.

Recommended to others who want hair and other surprises on their food. ||| We asked Hermann Helmers to make Swedish semla / semlor in celebration of ”semmeldagen”, and they really delivered!
They were creamy, almondy and delicious.
If any other Swede reading this is looking for semla, this is the place to go!
So helpful and fast, we could pick them up later the same day.
Thank you Hermann Helmers! ||| Bought a fruit cake yesterday evening and it was barely 3 inches in size, yet I was charged 500. I don’t mind paying that price if the quality matches—but this was nowhere close. The cake was extremely dry and tasted like stale oil. Honestly, one of the worst cakes I’ve had.

I don’t understand how this place is still running. It’s completely overrated and feels like a total rip-off. Just taking advantage of customers with poor quality products. ||| Commercial bakery with decent options. Plus for me was the green lettuce and salad selection on their front. I went here couple of years ago and their food wasn’t pre packaged  in plastics. It was experiential and the morning smelled like dough. But today the food is all packaged already. The commotion is overwhelming. Store setup has stuff everywhere  but not sure what’s for sale and what’s their own stock. I liked the old Herman better. I hope they change or update the look to make it more homey as it originally used to be ||| With high hopes and much anticipation I finally visited this highly acclaimed establishment. Here is a detailed account of my experience.

1) Chicken Sandwich: The offering was exceedingly lackluster.The freshness of the ingredients questionable at best. The sandwich tasted as if it had been prepared days prior. The cured meat, ostensibly intended to resemble prosciutto failed miserably presenting itself in the worst possible way. Additionally, the quantity of meat was notably scant. The bread while passable, fell short of expectations for a bakery capable of made-to-order items. At Rs 400, it was vastly overpriced; it wouldn't even be worth Rs 40 in my opinion. The fact that meat and dairy products were left outside of a proper refrigeration system is a significant health hazard.

2) Lemon Soda: Priced at Rs 150, this beverage was merely acceptable.

3) Milk Tea: At Rs 100, the milk tea was decidedly mediocre.
Conclusion: Although I might consider returning for the cake, my overall experience was very disappointing. The ordering process was confusing and inefficient, detracting further from the visit.",26,1,3,48,5,8,3,60,4,20,73,23,18,69,4.357971014492753,259.4492753623188,48.46357449091729
ChIJU61MPJIZ6zkRASZo1bQGWtQ,Golden Brown Bakery Cafe,"M8QV+377, Shantinagar Marg, Kathmandu 44600, Nepal",27.687651,85.3431789,5.0,1.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,,28,4,0,51,30,20,1,66,4,18,114,25,16,32,4.37,170.8,75.83959017081868
ChIJGcw5gI0Z6zkRRlmp4nrRatY,Ageno Bakery Cafe,"M8JM+R3H, Shankhamul Marga, Kathmandu 44600, Nepal",27.6820656,85.3327213,4.1,13.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,We had ordered a cake for my birthday which was pretty good ngl but the pastery items that we had bought was dry and not tasty. ||| The bakery items looks good bt taste really bad. The hemp seed brownie and cheesecake were super dry. ||| That's awesome myan. Taste was too good ||| MISSION SMILE! ||| ,16,1,0,30,18,8,1,90,3,23,100,21,35,18,4.433333333333334,95.5,115.40520895182773
ChIJkUvUZL4Z6zkRO4HDCMYzBXs,RAM HARI BAKERY,"Swet Binayak Marg, Kathmandu 44600, Nepal",27.6874438,85.3321591,3.5,24.0,PRICE_LEVEL_INEXPENSIVE,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"I lived just opposite to it in a hostel and as fas as I can tell they prepare their stuffs only twice a day so by evening or night, most of the products become stale. The 'so called Donuts' are great. ||| The best cafe with family environment. The products are 100% fresh and hygienic. ||| It's  serving style is good and product are also goid . ||| Sanitary bakery and confectionery  items. ||| Fresh n good breads",46,4,2,61,45,13,1,80,11,14,83,33,10,39,4.3307692307692305,193.84615384615384,80.93135835575235
ChIJRXHEdEUZ6zkRuDOnwWgMIFc,Hot Live Bakery,"M8PV+R3Q, Kathmandu 44600, Nepal",27.6870955,85.342732,4.5,6.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,Good choice of cookies and bakery items. Offers variety of cake for birthday and other occasion. ||| I like the pastries here. Always fresh and juicy ||| Best cake mad fresh |||  ||| ,27,4,0,51,32,20,1,69,4,19,121,26,13,30,4.413793103448276,175.20689655172413,29.322909132304655
ChIJxzm8f78Z6zkR1F7lHwOY994,Legendary Bakers (TP),"P82X+9W9, Kathmandu 44600, Nepal",27.7009212,85.34987199999999,4.7,7.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,Airport vanda 500m tala xa yo bakery...they serve only fresh cake...ready made chai hunna raixa! you can call them before 1-2 hrs. ||| Best cake shop...fair prices and fresh cakes. I highly recommend it if you're searching for a 🥯🧁 around Sinamangal-Tilganga area. ||| such a kind owner they are....cakes are amazing though🤩⭐️ ||| Airport ka hotels ma baseka haruko lgi ekdamai paak parne location ma xa yo cake shop...price ekdamai reasonable xa ||| ,2,2,0,17,6,8,1,29,2,9,21,18,10,8,4.35,153.875,302.86997652674347
ChIJd001AcUZ6zkRNucGCYx90tI,Master Chef Live Bakery (Shantinagar),"M8QV+GRQ, Kathmandu 44600, Nepal",27.6888379,85.34457619999999,4.1,13.0,,bakery,bakery|dessert_restaurant|buffet_restaurant|food_store|store|restaurant|food|point_of_interest|establishment,Baneshwor,bakery,"I highly recommend this spot for their live baking concept—you can really taste the difference in freshness, and their 5-minute custom cakes are a total lifesaver for last-minute celebrations. ||| Had a delicious cake😋 , fresh sweets and tea. I love the taste along with warm hospitality . I am happy to recommend Master Chef Live Bakery (Shanti Nagar) ||| I regret buying ""sweets"" from this shop. Very poor quality and zero customer satisfaction🥴 ||| Very bad taste 🤮 The sweets were stale and not fresh ||| I have ordered a lot of food from here it tastes very good 😊",28,2,0,49,30,16,1,61,3,18,109,27,14,34,4.403125,176.84375,95.61616969827611
ChIJx6Fe3pMZ6zkRf40G9ANpoL8,Nirajan Bakery and Coffee Shop,"M8QR+89C, ठूलो खरी बोट मार्ग, Kathmandu 44600, Nepal",27.6883177,85.3409051,3.8,11.0,,coffee_shop,coffee_shop|cafe|bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"we get quality good here made from quality and pure wheat, milk , creams ||| Just loved these cafe 😍 ||| Very nice place |||  ||| ",22,5,0,46,41,19,0,78,5,18,114,19,14,24,4.252173913043478,201.52173913043478,70.07104582460484
ChIJDx4CXwEZ6zkRtLFmjszyPzQ,Bakery Centre,"M8XH+RG4, Kathmandu 44600, Nepal",27.6995034,85.3288218,4.7,3.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,Get varieties of bakery items |||  ||| ,11,2,1,11,11,6,2,43,8,12,56,23,10,12,4.575,29.25,93.8538894708594
ChIJ1aQhkbwZ6zkR4Aoria2omQ8,Bakery Palace Shop,"M8RH+VX4, भक्ति थापा सडक, Kathmandu 44600, Nepal",27.692128,85.32995,3.0,1.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,,22,2,1,30,25,5,1,74,10,13,64,21,10,22,4.536363636363637,48.40909090909091,41.883966805657465
ChIJi2952UwZ6zkR9ngAApXEFkE,Third Eye Bakery,"P822+V6X, Museum Marg, Kathmandu 44600, Nepal",27.701903100000003,85.30029809999999,4.0,287.0,,bakery,bakery|confectionery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"The service is good and the pizza tastes great. I couldn’t find parking space, so I had to park on the roadside. The ambiance is nice and the service is fast — no long waiting time for the pizza. Overall, it’s a good place to hang out with your special ones ||| Good atmosphere and seating. But food is so-so. Suggested drink- Ice cream Frappuccino is good. But several I didn't like-
Smoothie tastes like vitamin medicine. Strawberry matcha and Flavored Latte was bland.
As for cakes, the Tiramisu cake is delicious. But other few I tried were just average. You can get better tasting cakes at lesser price elsewhere!

If you want good quiet atmosphere, it's a good place to go. But food and drinks is so-so. ||| The pastries were really tasty especially red velvet had creamy texture. Loved choco lava. Also the bakery had so many options for cookies and patties. Must visit place for the fresh bakery items ||| One of the disappointing service I have experienced. The croissant i ordered was warmed but it literally tasted like a bun bread. Americano on the other hand is so below average, literally bad in taste.

And what's surprising is, another guest in front of my tabel ordered sayin, ""Baini, malai eauta croissant ra americano dinuna"", to which she literally said, ""croissant afai lyaunu, americano ma banai dinxu"". I mean who talks or responds like that, what an ungrateful moment for him to have experienced that. That was the most embarrassing moment I have experienced 3rd hand and immediately I left the place. Not trying to hate, but the place looks decent, but not alot of seating. Although service is so sub-par. Whoever owns this place needs to really rethink what's their objective before they run out of the customers cause of the staff.
PS: I am writing this at 7:30am in the morning. ||| I have ordered multiple cake over the past few years, but this time the cake had significantly more cream than usual.",28,1,0,25,10,9,1,30,2,14,55,27,35,8,4.814285714285715,35.142857142857146,88.60654596223968
ChIJSzZ6M3cZ6zkRmY2g0g4eMVU,Variety Bakery,"P86V+J6W, Kathmandu 44600, Nepal",27.7116034,85.3430666,4.5,78.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"Best cake ever found in Kathmandu Valley till now. Must visit and try. The cake is so delicious and juicy.  Tastes far more better than any other bakery ||| Cake was too delicious, finger licking good, smooth and juicy. Price is too Reasonable compared to the quality of cake. Highly recommended. ||| As customers, there's an inherent satisfaction when we witness the product being made right in front of us. The taste(especially egg free cake) is undoubtedly top-notch, earning a solid five-star rating, which pairs beautifully with the owner's humble demeanor. Another remarkable aspect is the absence of additional charges for egg-free cakes. Moreover, the owner's evident dedication to ensuring customer satisfaction truly stands out. ||| Was a regular customer here...price was really reasonable considering the exceptional quality....but recently the quality's totally gone down the hill...ali ali chalna thalexhhi ja ko ni quality chahi khaski halne raichha....jhan hijo kineko cake ta purai amilo thiyo...2 pounds cake totally wasted...aba dekhi yaha ko cake kininna..... ||| The most affordable cakes with amazing non resistable taste in different flavors. The most amazing part is you can get directly involved in decoration process.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,525.2922662822994
ChIJJ_B0XhQZ6zkRmlzWtJr2X90,European Bakery,"484 Lamatangin Marg, Kathmandu 44600, Nepal",27.7278233,85.33425670000001,4.3,1914.0,PRICE_LEVEL_MODERATE,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"European Bakery in Baluwatar is a well-established spot in Kathmandu, known for its hygienic environment and a wide variety of fresh, European-style baked goods. It is a popular destination for both daily staples like artisanal breads and special treats like custom cakes. ||| I had a wonderful experience at European Bakery. The quality of the baked goods was exceptional—fresh, delicious, and beautifully presented. From the pastries to the cakes, every item reflected great attention to detail and authentic flavor.
The staff were friendly, welcoming, and provided excellent service throughout my visit. The atmosphere was warm, cozy, and perfect for enjoying a coffee and a treat. The bakery was clean, well-organized, and had an inviting aroma that made it hard to choose just one item.
If you're looking for freshly baked products, great service, and a pleasant ambiance, European Bakery is definitely worth a visit. Highly recommended! ||| Best bakery in the city 👌 😋 🙌
​The European Bakery has long been a favorite stop in Kathmandu, upholding a reputation for consistent quality, particularly in its cakes and pastries. Stepping inside, one is often greeted by the aroma of freshly baked bread and tempting sweets, promising a delightful treat.
​Their strength lies in maintaining a standard often compared to authentic Western baking. The cakes are generally reported to be fluffy and juicy, with the Rich Chocolate Cake and the Blueberry Cheesecake frequently receiving high praise for their creamy texture and balanced flavors. Beyond specialty cakes, the bakery offers a comprehensive range of items, from crunchy cookies—including popular chocolate varieties—to various freshly baked loaves of bread, catering to both special occasions and daily consumption.
​However, the experience can occasionally vary, as some long-time patrons feel the quality, though still high, might not consistently reach its past peaks. Despite this, European Bakery remains a premier choice for those seeking superior, hygienic, and aesthetically pleasing baked goods. It’s a reliable destination, especially for custom or celebratory orders where their commitment to classic recipes truly shines. ||| I’m really disappointed  because I used to love this place. Unfortunately, my recent experience with their fruit cake was a major letdown It feels like the bakery has shifted its focus entirely to quantity and higher price points while completely sacrificing the quality they were known for. For the premium price I paid, I expected that same rich, high-quality flavor, but instead, it tasted exactly like a basic 100rs fruit cake you’d find at any local corner shop ! ||| European Bakery is our absolute favorite go-to spot! It’s my exact choice whenever I need to pick up a delicious cake for my son, and we love dropping by for coffee and snacks. The food and the ambiance are always so good—it never misses a beat!""",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.45,572.5,18.232520382058187
ChIJg4zQapkZ6zkR2uBepetk5n8,Cross Road Bakery & Khaja Ghar,"M8XQ+97Q, Devkota Sadak, Kathmandu 44600, Nepal",27.6984652,85.338222,5.0,1.0,,bakery,bakery|bed_and_breakfast|lodging|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,,22,0,0,43,24,10,1,62,4,16,61,35,13,24,4.2124999999999995,113.45833333333333,28.15769073811722
ChIJHbh-aAAZ6zkRpVS96d5fs8s,Bhatta dairy and bakery,"M8PW+JF6 Tinkune, Aditi Marg, Kathmandu 44600, Nepal",27.686532,85.346147,5.0,1.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,,24,1,0,43,25,10,1,81,3,19,113,28,11,32,4.312903225806451,94.03225806451613,37.87122504749362
ChIJfaOkgewZ6zkRG4nnlti207M,New Mewa Bakery Udyog,"Sahyoginagar Marga, Kathmandu 44600, Nepal",27.6794255,85.3396441,4.2,66.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"I suggest all to visit and enjoy milk coffee and bakery items . Specially Delecious cake. ||| Fresh cake with delicious & tasty looks. Highly recommended... ||| Fresh cakes, breads, muffins, biscuits, cookies, Tea, coffee and more, all made in their in-house bakery. Cheerful owner dai... You can stop for tea and coffee with friends. If you're a croissant and doughnut lover with tea all fresh then you should stop by and try. ||| To be honest it is not just a bakery,you can find general products for your home too.
Place seems decent.
Food are preserved in refrigerated transparent box where you can see you bakery items and choose them.
Hygenic and satisfying bakery products .
You sud check them if you are near to this place.. ||| every dairy and milk products are available here 🐮🐄🥛🍼
Enjoy tea and coffee ☕️ 🍵
Relevant price  of goods 💴
staffs are polite 👩
Every bakery items are available 🍩 🍪🌰🍦🥪🍞🥧🍬🍫🍿
Non cigarettes smoking area ❌🚬 ❌
Birthday cakes 🍰 veg and non-veg 🎂🧁
Newspaper and free WiFi 😉 📰",5,1,0,13,6,7,0,62,4,26,64,16,16,14,4.321428571428572,110.21428571428571,251.6446122428957
ChIJDRaEEgAZ6zkRaOH0xFam8GI,"Aroma Bakery & Cafe, Chysal","M8GJ+6XQ, Lalitpur 44600, Nepal",27.6755784,85.3324956,4.8,13.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"I had momo at this bakery, and they were incredibly tasty and budget-friendly—definitely worth the price! However, the service was quite slow, and it took a long time for the food to arrive. Still, the flavor made up for the wait! ||| I really love this space, Ambience. ||| Very tasty food and good price ||| In this bakery I have to much tasty food and good atmosphere ||| Tasty food and polite behavior",2,2,0,7,5,4,0,28,3,24,61,17,39,8,4.4624999999999995,114.875,150.65527504302221
ChIJKVQympUZ6zkRBRMg4oHkNF0,Sankhamula Bakery Cafe,"M8PP+93G, शंखमुल मार्ग, Kathmandu 44600, Nepal",27.6859483,85.3351977,5.0,2.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,"When you go here, definitely try the Tea and flat pancakes and This combo is so delicious 💗Tea made by aunty's handmade Tea is very good❤️😻 ||| ",44,6,2,50,43,15,1,73,11,12,72,26,11,38,4.239473684210526,199.8421052631579,34.290198275055744
ChIJGwbAm50Z6zkRLVfTKysonhI,Pan Ya Bakery Cafe,"Banshidhar Marg, Kathmandu 44600, Nepal",27.7215391,85.3352453,4.2,162.0,,bakery,bakery|food_store|store|food|point_of_interest|establishment,Baneshwor,bakery,They have decent variety of bakery items to choose from. I love their garlic chicken. Very fluffy and delicious. They even have samosas and a lot more. Their pastries are to die for. For a small bakery Cafe they definitely serve lot more than I imagined. Their coffee shop is right above the bakery shop.recommended ||| Pasrty was delicious has tried Red Velvet.. service was good 👍 ||| Great cafe with a warm atmosphere with great service.The chocolate truffle cake was delectible and the cappuccino was perfect. ||| Lots of beautiful pastries and bakery items. Good coffee. Small parking space. Smoking and Non smoking zone. Beautiful place for coffee dates . Tasty pastries at reasonable rates. Cafe upstairs has good food options. Quick service and team are open to feedbacks ||| We enjoyed a sweet time at panya bakery after dinner as we were craving some sweet dessert. The butter cookies was big and sweet but tasty .. but the toast style cookies felt a bit stale or maybe thats just the way it was meant to be. Hot chocolate was made available for us even at 8:15 pm. Overall we enjoyed .,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.6,52.0,388.8362227193635
ChIJzZTBOgAZ6zkRcsb0oto6SgU,Altura Coffee,"Kathmandu 44600, Nepal",27.6848264,85.34568,4.9,242.0,,coffee_shop,coffee_shop|cafe|food_store|store|food|point_of_interest|establishment,Baneshwor,coffee_shop,"Great coffee experience overall.
Altura Coffee is smooth, well-balanced, and easy to enjoy, with no harsh bitterness. The food pairs nicely with the coffee and feels fresh and thoughtfully prepared.

The ambiance is calm and cozy, making it a perfect place to relax or have a quiet conversation. Definitely a café I’d visit again. ||| An absolute gem in the valley! From the moment we walked in, everything exceeded our expectations. The ambience is elegant and relaxing, the staff delivered exceptional service with genuine hospitality, and every dish was beautifully presented. The highlight of our visit was the sushi—without a doubt one of the best we've had anywhere in the valley. The freshness, flavour, and attention to detail were outstanding. If you're looking for great food, top-tier service, and a wonderful atmosphere, Altura Coffee is a place I highly recommend. We'll definitely be back! ||| Best hospitality, best food, and best ambience!! Everyone has a cheerful smile on their face. I genuinely liked everything about the cafe. ||| Amazing food, and great ambience. The staffs are very friendly too !! Definitely recommend this place. Of course the coffee is great !! ||| I absolutely loved that place! The atmosphere was fantastic, and the food was delicious—a perfect 10 out of 10.  The people there were amazing and treated you exceptionally well.",27,1,0,37,25,12,1,78,3,24,97,30,10,25,4.38,97.92,14.312723407872884
ChIJB3nJR2oZ6zkRkUFXAmWaso4,Surface Coffee,"Surya Bikram Marg, Kathmandu 44600, Nepal",27.690782,85.34058019999999,4.8,116.0,,coffee_shop,coffee_shop|cafe|food_store|store|food|point_of_interest|establishment,Baneshwor,coffee_shop,"Surface Café is a calm and well-designed café that works well for both casual meetups and solo coffee time.

The ambience is the strongest part simple, aesthetic interiors with a relaxed seating layout that doesn’t feel crowded. It’s a good place to sit for a while without noise pressure, especially compared to more busy cafés in the area.

Coffee quality is consistent and balanced. Not overly complex or “specialty-heavy,” but reliable for everyday coffee drinking.
Service is generally smooth and polite, with reasonable waiting time even during busy hours. The environment stays comfortable for long conversations or light work sessions. ||| A very clean and well-maintained place with a relaxed, inviting vibe. The French toast was soft, flavorful, and well-balanced, while the crispy chicken sandwich stood out as a highlight; tasty and satisfying. Everything was nicely presented, and the overall experience felt smooth and enjoyable. Friendly service and a calm atmosphere make it a great spot for a casual meal. ||| “This café feels like a gentle pause from the chaos of the world. The warm smiles, calming music, and thoughtfully designed space make you want to stay a little longer. Every cup is made with care, and the service feels genuinely kind. A place where time slows down and comfort finds you. Every corner of this café is a vibe ✨ Soft lighting, aesthetic décor, and a peaceful atmosphere that instantly lifts your mood. The service is wonderful, and the coffee tastes just as good as it looks. Definitely a place that feels as good as it photographs. From the minimal yet dreamy interiors to the beautifully presented drinks, everything here feels intentional. The service is warm and attentive, and the ambiance is calm, cozy, and inspiring. A truly aesthetic spot for quiet moments and meaningful conversations.❤️""
Thank you:)
.
.
Much Love❤️ from My side for Surface Coffe:) ||| Love the aesthetic here! The minimal interior keeps things feeling calm, and it’s super work-friendly since every seat has its own plug. While the drinks were just average, the desserts were really, really good. Highly recommend if you need a comfortable place to park with your laptop and satisfy a sweet tooth ||| Go to spot for a good coffee break near baneswor.
Food was delicious specially Chicken hot wings & BLT sandwich.
I recently had Mexican bowl, very healthy brunch option. Different micro lot of Nepali specialty coffee available.",30,4,1,50,24,13,0,71,2,16,94,24,14,38,4.263888888888888,190.88888888888889,29.97667012075313
ChIJC3bgcLIZ6zkR7NEQGI2jSkE,Arabica Specialty Coffee Ghattekulo,"Kathmandu 44600, Nepal",27.7017015,85.3276652,4.8,31.0,,coffee_shop,coffee_shop|cafe|food_store|store|food|point_of_interest|establishment,Baneshwor,coffee_shop,"Best coffee I have ever had and my all time favourite is chicken sandwich😍 ||| Pretty ambience,good coffee and fresh snacks
Over all fantastic 🫶🏻 ||| Goood service, better food with best environment ❤️loved it ! ||| Recently became a regular customer at Arabica Coffee Ghattekulo, and I absolutely love it! Great coffee, consistent quality, and a welcoming atmosphere. Try it once—you won't regret it, and you might become a regular too. ✌🏻 ||| One of the best affordable coffee shop ❤️",14,5,1,16,19,6,1,65,3,11,70,25,15,10,4.6899999999999995,48.3,96.65261384192989
ChIJl8FvK5oZ6zkRJ-EhEpmJXm4,Himali Coffee House,"M8QP+358 Miracle Complex, Shankhamul Marga, Kathmandu 44600, Nepal",27.6871427,85.3353988,4.7,45.0,,coffee_shop,coffee_shop|cafe|food_store|store|food|point_of_interest|establishment,Baneshwor,coffee_shop,"Nestled in the heart of New Baneshwor's Miracle Complex, Himali Coffee House is a true gem. The café's warm and inviting ambiance, coupled with cozy seating arrangements, creates the perfect setting for relaxation and socializing.
The friendly and smiling staff add to the overall pleasant experience. Their knowledge and passion for coffee are evident in every cup they serve.
The star of the show, however, is the coffee. Sourced locally and freshly roasted, the beans are transformed into a variety of delicious brews. From classic espressos to innovative cold brews, there's something to satisfy every palate.
To complement the coffee, Himali Coffee House offers a delectable selection of fresh and tasty sandwiches and pizzas. Each bite is a flavor explosion, leaving you wanting more.
For smokers, the café thoughtfully provides a separate smoking area, ensuring a comfortable environment for all patrons.
Whether you're a coffee connoisseur or simply looking for a cozy place to unwind, Himali Coffee House is a must-visit. ||| Best coffee shop in Baneshwor, best coffee house in Sankhamul.

Had Iced Latte with Hazelnut and it was amazing.

Himali Coffee House serves the best coffee in Kathmandu with an authentic taste.

Ordered their authentic organic coffee beans from the website and damn it was amazing.

Highly recommended for students and coperate employees for budget friendly and amazing menu. ||| My recent visit to Himali Coffee House, centrally located at Miracle Complex on Shankhamul Marga in New Baneshwor, was nothing short of a culinary revelation. From the moment I entered, I was enveloped in a warm and inviting ambiance that set the tone for an exceptional experience.

The customer service here is truly remarkable—every team member goes above and beyond to ensure a delightful visit. The pizza was a standout masterpiece—each slice a symphony of flavors, meticulously crafted with the freshest, highest-quality ingredients. Complemented by a perfectly brewed hot latte, it elevated my meal to an extraordinary level of satisfaction.

The refreshing mojitos offered a delightful burst of vibrancy, while the creamy frappes were a decadent indulgence that I found utterly irresistible. To top it all off, the rich mochas and effervescent sparkling sodas added layers of complexity to my beverage selection, transforming this visit into a true journey of flavors.

Himali Coffee House transcends the conventional coffee shop experience; it is, without a doubt, a destination for discerning palates. This gem in New Baneshwor, combined with its exceptional customer service, is a testament to the art of culinary excellence. I wholeheartedly recommend it to anyone seeking an unforgettable dining experience.

#HimaliCoffeeHouse #MiracleComplex #NewBaneshworchowk #Sankhamulway #SipSipHooray #CoffeeLovers #BeverageBliss #FlavorJourney #RefreshAndRelax #SavorTheMoment #TasteTheMagic #Refreshingmojitos #Creamyfrappes #Richmochas #Sparklingsoda #VanillaFrappe #MochaFrappe #CaramelFrappe #ClassicMojito #Blendedmintlemonade #Cappuccino #ItalianSodaRoseGrenadineCuracao ||| Himali Coffee House ☕
Great coffee, calm vibes, and warm hospitality.
A perfect place to relax and enjoy every sip 🤍 ||| Im a Baneshwor local, Ive visited most of the cafe's in my area and my god Himali Coffee House is one of the best ones in terms of the coffee, food and customer service.

By far the best coffee shop in Baneshwor.
If you're an employee working near Sankhamul area, do give them a visit their food menu and drinks menu is really satisfactory according to the quality of food they provide.

Coffee and food both were really awesome",53,6,2,60,46,16,1,76,11,14,87,27,9,40,4.26,192.525,8.046850782790877
ChIJnSyI7isZ6zkRxnaBpJoekM0,Everest Coffee Beans (Anamnagar East Gate),"M8WH+J7 Opposite of the East gate of, Kathmandu 44600, Nepal",27.6965625,85.32818750000001,4.9,14.0,,coffee_shop,coffee_shop|cafe|food_store|store|food|point_of_interest|establishment,Baneshwor,coffee_shop,"Absolutely loved the experience at Everest Coffee Beans, Anamnagar Purbigate! The coffee aroma, cozy atmosphere, and warm hospitality make this place special. Every cup feels premium and freshly crafted. A perfect destination for coffee lovers, casual meetings, and quality time. Clean environment, excellent service, and great vibes throughout the cafe.

Highly recommended! ☕✨ ||| One of the best coffee places in Kathmandu! ☕
Everest Coffee Beans at Anamnagar Purbigate has an amazing environment, friendly staff, and truly premium specialty coffee taste. The ambiance is peaceful and perfect for meetings, work, or relaxing with friends. Their coffee quality, presentation, and service are top-notch. Highly recommended for every coffee lover in Nepal!

Will definitely visit again. ❤️ ||| Great specialty coffee, cozy atmosphere, and consistently praised service. ||| Wow ||| All things are excellent",15,3,1,11,7,4,1,58,11,13,52,12,9,15,4.5,27.6,106.25630822183331
ChIJCeVIfQAZ6zkRp0lJSyltmco,Dhaulagiri specialty coffee and roastery,"Kathmandu 44600, Nepal",27.6868099,85.3254951,4.7,88.0,,coffee_shop,coffee_shop|cafe|food_store|store|food|point_of_interest|establishment,Baneshwor,coffee_shop,"Very good coffee, many choices and techniques! I like the little butter cookie the coffee is served with. I had a ham&cheese sandwich in a croissant instead of bread and it was very good! The cheese&onions add good taste. To improve it, I would add move veggies and a salad on the side instead of chips (although I did like the curry sprinkled on top). To make this place a top place, you can invest in good bread. The coffee is great but you need to step up your game with the food options.
Good music, kind and attuned service. ||| Dhaulagiri Coffee is such a cute and cozy place to spend time at. As a coffee lover, I absolutely loved their cold brew—it’s definitely one of the highlights for me. Their nachos were really good too!

The ambience is warm and comfortable, making it a great spot to relax or catch up with friends. One thing that could make the experience even better would be adding more options for sandwiches and bakery items to the menu.
Overall, a lovely place with great coffee and vibes! ||| ​Great cafe with good prices, just needs one fix
​This is a really nice, cozy cafe. The prices are good, and the staff is very friendly. They have an indoor smoking room, but smoke leaks out because the door doesn't close tightly. If they fix the door, it would be perfect! I also hope they add eggs to the menu in the future. ||| I came across this cafe mostly by chance when I happened to be in the area around lunch time. Despite not having a huge variety of food items, the ones I picked turned out to be very very good! The coffee was probably the best I've had in Kathmandu so far and the carrot cake (drizzled with some sort of caramel sauce) was also really good. I ended up sitting there hours longer than I had expected, ordering both more coffee, some lemon tea, and the veg sandwich, all of which surpassed my expectations. The service from the staff was also very positive!

The interior was clean and cozy, and with a rather well-traficked road outside I would definitely want to prefer to stay indoors.

I sincerely hope I happen to pass through that area again soon so I can make another visit! ||| It was a long time since i had coffee of nepal and i decided to try this place and the  coffee quite different than other coffee places in nepal , totally need to spread branches more ,there was this one female barista i guess her name is muna  ,who was extremely rude towards customers as well as she smells awful  for the rest of barista they were humble and down to earth , as much as the coffee is great i hope customer services get better too , would visit again if customer services get better",8,0,0,22,16,9,1,80,3,23,69,17,8,6,4.233333333333333,102.16666666666667,12.967626237703918
